lambda_A, Ft_raw, Fc_anchored, A_t, A_c, pre_extract_ratio_r, epsilon
5.670000000000000000e+03,9.971000000000000000e+06,8.592267999035937828e+04,9.991109168530492024e-01,8.553099465638007715e-01,8.617258047373319713e-03,7.376985273307158121e-03
5.690000000000000000e+03,1.008000000000000000e+07,8.715256895831601287e+04,9.991146255294114376e-01,8.555162827289991556e-01,8.646088190309127522e-03,7.403424031352665718e-03
5.710000000000000000e+03,9.907000000000000000e+06,8.338302266494356445e+04,9.991170881876965115e-01,8.557237772102191942e-01,8.416576427267948718e-03,7.208629155351996276e-03
5.730000000000000000e+03,1.037000000000000000e+07,9.038761121429811465e+04,9.991207675556261769e-01,8.556247592750064745e-01,8.716259519218718874e-03,7.464410404715947703e-03
5.750000000000000000e+03,1.008000000000000000e+07,8.773233463596316869e+04,9.991244294630361455e-01,8.558348475896344620e-01,8.703604626583648016e-03,7.455375846505846518e-03
5.770000000000000000e+03,1.014000000000000000e+07,8.847159436217766779e+04,9.991268610801731231e-01,8.560460571141502717e-01,8.725009305934680950e-03,7.475536996928276549e-03
5.790000000000000000e+03,9.905000000000000000e+06,8.362251551434415160e+04,9.991304940925322953e-01,8.562583747724687999e-01,8.442454872725305495e-03,7.235213749506667555e-03
5.810000000000000000e+03,1.005000000000000000e+07,8.737227578844642267e+04,9.991341098904689133e-01,8.564717875788010470e-01,8.693758784920041505e-03,7.452412097226511836e-03
5.830000000000000000e+03,1.013000000000000000e+07,8.939510894351013121e+04,9.991365109039667125e-01,8.563796778855873315e-01,8.824788642004949279e-03,7.563901000686155604e-03
5.850000000000000000e+03,9.921000000000000000e+06,8.585719689918489894e+04,9.991400982138242126e-01,8.565955724732536858e-01,8.654086977037083253e-03,7.419432571649182094e-03
5.870000000000000000e+03,9.915000000000000000e+06,8.568296205404498323e+04,9.991424803192033854e-01,8.568125262983811163e-01,8.641751089666664318e-03,7.410715417098026267e-03
5.890000000000000000e+03,9.312000000000000000e+06,6.400622856244189461e+04,9.991460393921312022e-01,8.570305267090756463e-01,6.873521108509654011e-03,5.895852241536064624e-03
5.910000000000000000e+03,9.803000000000000000e+06,8.321776543850291637e+04,9.991495816424393883e-01,8.569437330307119183e-01,8.489010041671215048e-03,7.280795677146423631e-03
5.930000000000000000e+03,9.760000000000000000e+06,8.421744891459579230e+04,9.991519338407235384e-01,8.571641291739984236e-01,8.628836978954487757e-03,7.402607435706550117e-03
5.950000000000000000e+03,9.756000000000000000e+06,8.417140424862201326e+04,9.991554482508860913e-01,8.573855369025461526e-01,8.627655212035876403e-03,7.403479417673154879e-03
5.970000000000000000e+03,9.743000000000000000e+06,8.487076082778417913e+04,9.991577819709087649e-01,8.576079438878169148e-01,8.710947431775035998e-03,7.476874875100516897e-03
5.990000000000000000e+03,9.646000000000000000e+06,8.350764448282036756e+04,9.991612687857955866e-01,8.575263264194353807e-01,8.657230404605056190e-03,7.430034787926874211e-03
6.010000000000000000e+03,9.498000000000000000e+06,8.161557959358648804e+04,9.991635841900108339e-01,8.577510452427037357e-01,8.592922677783373930e-03,7.376758445949084704e-03
6.030000000000000000e+03,9.484000000000000000e+06,8.258913722403896099e+04,9.991670436521220555e-01,8.579767292035371806e-01,8.708259935052611173e-03,7.477712984628802177e-03
6.050000000000000000e+03,9.617000000000000000e+06,8.385675768043039716e+04,9.991704868179909216e-01,8.582033662867468715e-01,8.719637899597629596e-03,7.489435183446656319e-03
6.070000000000000000e+03,9.556000000000000000e+06,8.266026713266638399e+04,9.991727732509025905e-01,8.581267886737408146e-01,8.650090742221262785e-03,7.429020074483982071e-03
6.090000000000000000e+03,9.369000000000000000e+06,7.965857799545538728e+04,9.991761894471287153e-01,8.583556557843577961e-01,8.502356494338284693e-03,7.304062948545979664e-03
6.110000000000000000e+03,9.272000000000000000e+06,7.928544375198923808e+04,9.991784579792999388e-01,8.585854427516875775e-01,8.551061664364671341e-03,7.347853635619138596e-03
6.130000000000000000e+03,8.976000000000000000e+06,7.404464434417537996e+04,9.991818474423370677e-01,8.588161378643689448e-01,8.249180519627381108e-03,7.090330326303516048e-03
6.150000000000000000e+03,9.049000000000000000e+06,7.727241624974159640e+04,9.991840982306414709e-01,8.587444670847271810e-01,8.539332108491722723e-03,7.339092179060605070e-03
6.170000000000000000e+03,8.799000000000000000e+06,7.081466021986442502e+04,9.991874611946621743e-01,8.589773124315632780e-01,8.048035028965158655e-03,6.918701212753470414e-03
6.190000000000000000e+03,9.164000000000000000e+06,7.796959715785793378e+04,9.991896943944598153e-01,8.592110334852864906e-01,8.508249362489953699e-03,7.316310175042230191e-03
6.210000000000000000e+03,9.164000000000000000e+06,7.737678325465606758e+04,9.991930310913785807e-01,8.591429112026158776e-01,8.443559936125716661e-03,7.260083325954867772e-03
6.230000000000000000e+03,8.947000000000000000e+06,7.480542365664948011e+04,9.991952468565334922e-01,8.593787250817730428e-01,8.360950447820441125e-03,7.191009924160977722e-03
6.250000000000000000e+03,8.694000000000000000e+06,7.222848985582881141e+04,9.991985575160304833e-01,8.596153828206292147e-01,8.307854825837223192e-03,7.147287946735953953e-03
6.270000000000000000e+03,8.996000000000000000e+06,7.486005957541780663e+04,9.992007559989229959e-01,8.595507407697180469e-01,8.321482834083793190e-03,7.158458089023830330e-03
6.290000000000000000e+03,9.002000000000000000e+06,7.565582874162118242e+04,9.992040408484694769e-01,8.597894349533657943e-01,8.404335563388267219e-03,7.231715074999282497e-03
6.310000000000000000e+03,8.755000000000000000e+06,7.283531011487005162e+04,9.992062222000150928e-01,8.600289417276273385e-01,8.319281566518565985e-03,7.160506772900089925e-03
6.330000000000000000e+03,8.769000000000000000e+06,7.322056249568959174e+04,9.992083967409534084e-01,8.599677128456110209e-01,8.349933002131324986e-03,7.186361533467541460e-03
6.350000000000000000e+03,8.763000000000000000e+06,7.340916066804259026e+04,9.992116458345567942e-01,8.602092006885555531e-01,8.377172277535385736e-03,7.211806126289068905e-03
6.370000000000000000e+03,8.717000000000000000e+06,7.281005818343494320e+04,9.992138034529961521e-01,8.604514704184320628e-01,8.352650933054369536e-03,7.192705657590133146e-03
6.390000000000000000e+03,8.747000000000000000e+06,7.356075821611002903e+04,9.992170272736942138e-01,8.603935888156889478e-01,8.409827165440725283e-03,7.241431219337378551e-03
6.410000000000000000e+03,8.549000000000000000e+06,7.138384389138748520e+04,9.992191681170936590e-01,8.606377852199567080e-01,8.349964193635218621e-03,7.191910363186736904e-03
6.430000000000000000e+03,8.610000000000000000e+06,7.158985454036036390e+04,9.992223668850108709e-01,8.608827333606199339e-01,8.314733396092958279e-03,7.163581051040533373e-03
6.450000000000000000e+03,8.494000000000000000e+06,6.983151927369977057e+04,9.992244910994145801e-01,8.608281342927045499e-01,8.221276109453704364e-03,7.082598392899182652e-03
6.470000000000000000e+03,8.466000000000000000e+06,6.931700536374867079e+04,9.992266087027985577e-01,8.610749556733716670e-01,8.187692577811088793e-03,7.055673820234338936e-03
6.490000000000000000e+03,8.346000000000000000e+06,6.811050326670754293e+04,9.992297727626179293e-01,8.610224581020711199e-01,8.160855891050507530e-03,7.032096511798362204e-03
6.510000000000000000e+03,8.479000000000000000e+06,7.038880452990734193e+04,9.992318739391197191e-01,8.612711190217703372e-01,8.301545527763574614e-03,7.155377638346560598e-03
6.530000000000000000e+03,8.446000000000000000e+06,7.081037390339939157e+04,9.992350134658871674e-01,8.615204832739747909e-01,8.383894613236964055e-03,7.228426587916563124e-03
6.550000000000000000e+03,8.117000000000000000e+06,6.917149093647033442e+04,9.992370983582146149e-01,8.614711649063639953e-01,8.521804969381586298e-03,7.346894211734152427e-03
6.570000000000000000e+03,7.179000000000000000e+06,6.663567468272350379e+04,9.992391767765247401e-01,8.617223167886585156e-01,9.282027396952710271e-03,8.004620253982221156e-03
6.590000000000000000e+03,8.223000000000000000e+06,6.859807354589432362e+04,9.992422823144642141e-01,8.616750354729523220e-01,8.342219815869430719e-03,7.193733374765545752e-03
6.610000000000000000e+03,8.332000000000000000e+06,6.889645339036233781e+04,9.992443446461023449e-01,8.619279422374959143e-01,8.268897430432350232e-03,7.132583521710775774e-03
6.630000000000000000e+03,8.271000000000000000e+06,6.815831848321398138e+04,9.992474261588600859e-01,8.621815053312734678e-01,8.240638191659288916e-03,7.110276849335261419e-03
6.650000000000000000e+03,8.240000000000000000e+06,6.773641664876230061e+04,9.992494725432823355e-01,8.621373027633176811e-01,8.220438913684745968e-03,7.092470126140402835e-03
6.670000000000000000e+03,8.140000000000000000e+06,6.636054755566017411e+04,9.992515125875669479e-01,8.623925703018223698e-01,8.152401419614272240e-03,7.035836649561509788e-03
6.690000000000000000e+03,8.214000000000000000e+06,6.731570692805438011e+04,9.992545608143710290e-01,8.623503421304098415e-01,8.195240677873676799e-03,7.072440676823958140e-03
6.710000000000000000e+03,8.072000000000000000e+06,6.502451030250451004e+04,9.992565851044437064e-01,8.626072822851056365e-01,8.055563714383611254e-03,6.953957598600824484e-03
6.730000000000000000e+03,8.115000000000000000e+06,6.654087755887405365e+04,9.992586031310646266e-01,8.628648331187879217e-01,8.199738454574743984e-03,7.080515425191029853e-03
6.750000000000000000e+03,8.019000000000000000e+06,6.566651083598996047e+04,9.992616184745160002e-01,8.628255860064438787e-01,8.188865299412640547e-03,7.070783436553795473e-03
6.770000000000000000e+03,8.003000000000000000e+06,6.619603929000154312e+04,9.992636209373570999e-01,8.630847604391729266e-01,8.271403135074540183e-03,7.144182819979960457e-03
6.790000000000000000e+03,7.959000000000000000e+06,6.595254941355505434e+04,9.992656172124101399e-01,8.630474267901319108e-01,8.286537179740552372e-03,7.156930516559177960e-03
6.810000000000000000e+03,7.898000000000000000e+06,6.592776312032050919e+04,9.992686000697472704e-01,8.633081938807091182e-01,8.347399736682768745e-03,7.211653192918215417e-03
6.830000000000000000e+03,7.912000000000000000e+06,6.694955377960039186e+04,9.992705809689188534e-01,8.632727505509980581e-01,8.461773733518754975e-03,7.310150848623984086e-03
6.850000000000000000e+03,7.763000000000000000e+06,6.540214403174880135e+04,9.992725557549589910e-01,8.635350796946953400e-01,8.424854312990956787e-03,7.280453364486128877e-03
6.870000000000000000e+03,7.804000000000000000e+06,6.626866481556532381e+04,9.992745244490156553e-01,8.635015037861335507e-01,8.491627987642916958e-03,7.337856972752430061e-03
6.890000000000000000e+03,7.787000000000000000e+06,6.664357335447621881e+04,9.992774661136948344e-01,8.637653647101573018e-01,8.558311718823194414e-03,7.397718345298349117e-03
6.910000000000000000e+03,7.728000000000000000e+06,6.656677559898397885e+04,9.992794196697871723e-01,8.637336335668056586e-01,8.613713198626291034e-03,7.445318749795105592e-03
6.930000000000000000e+03,7.691000000000000000e+06,6.628326522108801873e+04,9.992813672072813347e-01,8.639989963258603023e-01,8.618289587971396729e-03,7.451548481147983981e-03
6.950000000000000000e+03,7.651000000000000000e+06,6.622398308948689373e+04,9.992842772741004076e-01,8.639690875305389151e-01,8.655598364852554877e-03,7.483525550618914599e-03
6.970000000000000000e+03,7.630000000000000000e+06,6.675741130567465734e+04,9.992862098558699113e-01,8.642359225024789371e-01,8.749333067585145576e-03,7.566889105811345183e-03
6.990000000000000000e+03,7.595000000000000000e+06,6.612204075467708753e+04,9.992881364914524278e-01,8.645032567725745576e-01,8.705996149397904338e-03,7.531723583779742145e-03
7.010000000000000000e+03,7.394000000000000000e+06,6.520401213654538878e+04,9.992900572013586613e-01,8.644760917549512147e-01,8.818503129097293725e-03,7.628801132597191198e-03
7.030000000000000000e+03,7.474000000000000000e+06,6.640503995966305956e+04,9.992929272002549768e-01,8.647448526348603393e-01,8.884805988715957156e-03,7.688526593425832126e-03
7.050000000000000000e+03,7.477000000000000000e+06,6.696321460877692152e+04,9.992948331852009591e-01,8.647194531449790000e-01,8.955893354122898900e-03,7.749800105457600383e-03
7.070000000000000000e+03,7.410000000000000000e+06,6.617319083677703748e+04,9.992967333156511645e-01,8.649896118255062660e-01,8.930255173654120388e-03,7.730014217630598768e-03
7.090000000000000000e+03,7.367000000000000000e+06,6.617043658407080511e+04,9.992986276117687972e-01,8.649659562736936591e-01,8.982005780381540141e-03,7.774582096295941207e-03
7.110000000000000000e+03,7.343000000000000000e+06,6.675222023547609570e+04,9.993014581604915403e-01,8.652374842540777600e-01,9.090592432994157659e-03,7.871019563587777074e-03
7.130000000000000000e+03,7.256000000000000000e+06,6.564244271652470343e+04,9.993033379584920217e-01,8.652155512744714727e-01,9.046643152773526514e-03,7.832753124392636407e-03
7.150000000000000000e+03,7.204000000000000000e+06,6.471227528073612484e+04,9.993052119921308485e-01,8.651944260842177048e-01,8.982825552573032307e-03,7.777294169295567716e-03
7.170000000000000000e+03,7.170000000000000000e+06,6.614317056417855201e+04,9.993070802812304976e-01,8.654681888059018169e-01,9.224988921084874977e-03,7.989470514948172897e-03
7.190000000000000000e+03,7.013000000000000000e+06,6.415925793922622688e+04,9.993098719870417979e-01,8.654487562890817998e-01,9.148617986485986162e-03,7.923128030772511043e-03
7.210000000000000000e+03,7.097000000000000000e+06,6.530879507625989936e+04,9.993117260010180303e-01,8.657238200448957866e-01,9.202310141786657072e-03,7.972146110069076516e-03
7.230000000000000000e+03,7.077000000000000000e+06,6.679974508144836000e+04,9.993135743392393966e-01,8.657060593643340907e-01,9.438991815945790842e-03,8.177005315631456078e-03
7.250000000000000000e+03,7.085000000000000000e+06,6.666627159021256375e+04,9.993154170211916432e-01,8.659823966799450323e-01,9.409494931575520735e-03,8.154039088762268447e-03
7.270000000000000000e+03,7.054000000000000000e+06,6.694000078119487443e+04,9.993172540662869086e-01,8.659662872119318067e-01,9.489651372440441324e-03,8.223332612830843227e-03
7.290000000000000000e+03,6.885000000000000000e+06,6.556997015496272070e+04,9.993199991071050059e-01,8.662438709045061636e-01,9.523597698614773635e-03,8.255371795577479827e-03
7.310000000000000000e+03,6.957000000000000000e+06,6.659085248550189135e+04,9.993218221445023808e-01,8.662293922359276532e-01,9.571776985123169393e-03,8.296981389486909886e-03
7.330000000000000000e+03,6.915000000000000000e+06,6.601064328087051399e+04,9.993236396124076659e-01,8.665081954105330331e-01,9.546007705115041458e-03,8.277292342591327165e-03
7.350000000000000000e+03,6.922000000000000000e+06,6.640193001303781057e+04,9.993254515299045959e-01,8.664953273360539443e-01,9.592882116879197785e-03,8.317798288071200086e-03
7.370000000000000000e+03,6.902000000000000000e+06,6.723540273606182018e+04,9.993272579160038527e-01,8.667753233821302583e-01,9.741437660976792756e-03,8.449321993286140059e-03
7.390000000000000000e+03,6.748000000000000000e+06,6.605705439884602674e+04,9.993290587896455079e-01,8.667640459014361864e-01,9.789130764500003287e-03,8.490563256083868970e-03
7.410000000000000000e+03,6.653000000000000000e+06,6.558473457500454970e+04,9.993317498055052095e-01,8.667535216586156332e-01,9.857918920036757085e-03,8.550099545851421595e-03
7.430000000000000000e+03,6.701000000000000000e+06,6.669163673589593964e+04,9.993335369803959534e-01,8.670355018044357820e-01,9.952490185926867253e-03,8.634917175533661157e-03
7.450000000000000000e+03,6.697000000000000000e+06,6.656300464147870662e+04,9.993353187085565192e-01,8.670265401612076150e-01,9.939227212405360792e-03,8.623305531705269603e-03
7.470000000000000000e+03,6.720000000000000000e+06,6.725409214534625062e+04,9.993370950086069016e-01,8.673096493946155228e-01,1.000804942639081131e-02,8.685835722982182192e-03
7.490000000000000000e+03,6.649000000000000000e+06,6.687368973426493176e+04,9.993388658990974838e-01,8.673022308351788778e-01,1.005770638205217768e-02,8.728842117424293057e-03
7.510000000000000000e+03,6.638000000000000000e+06,6.734181560666140285e+04,9.993406313985078171e-01,8.675864434928201030e-01,1.014489539118128975e-02,8.807381022549323063e-03
7.530000000000000000e+03,6.622000000000000000e+06,6.783671903811740049e+04,9.993423915252488410e-01,8.675805486973353631e-01,1.024414361795792858e-02,8.893468161034872796e-03
7.550000000000000000e+03,6.617000000000000000e+06,6.815677253818380996e+04,9.993450216817063581e-01,8.675753795544602909e-01,1.030025276381801511e-02,8.942102584389025402e-03
7.570000000000000000e+03,6.546000000000000000e+06,6.766739125482155941e+04,9.993467684568635434e-01,8.678614492274508985e-01,1.033721222957860626e-02,8.977132132409611567e-03
7.590000000000000000e+03,6.522000000000000000e+06,6.757980254154151771e+04,9.993485099232429780e-01,8.678577768029925865e-01,1.036182191682635985e-02,8.998450133333507281e-03
7.610000000000000000e+03,6.473000000000000000e+06,6.751574158550753782e+04,9.993502460989449609e-01,8.681448883626301516e-01,1.043036329144253656e-02,9.060953965417365905e-03
7.630000000000000000e+03,6.481000000000000000e+06,6.813998308972238738e+04,9.993519770020022897e-01,8.681426937999549009e-01,1.051380698807628279e-02,9.133403376159074383e-03
7.650000000000000000e+03,6.439000000000000000e+06,6.790995313930697739e+04,9.993537026503790388e-01,8.681412059655317925e-01,1.054666145974638564e-02,9.161912718481836013e-03
7.670000000000000000e+03,6.290000000000000000e+06,6.530294703459891753e+04,9.993554230619718926e-01,8.684300871217671691e-01,1.038202655558011396e-02,9.021879521640255306e-03
7.690000000000000000e+03,6.366000000000000000e+06,6.752656988861461286e+04,9.993571382546116988e-01,8.684300507491378163e-01,1.060737824200669310e-02,9.217691726412865702e-03
7.710000000000000000e+03,6.298000000000000000e+06,6.627418460301955929e+04,9.993597012968709059e-01,8.687199137888840239e-01,1.052305249333432106e-02,9.147442350279123835e-03
7.730000000000000000e+03,6.291000000000000000e+06,6.665756785371192382e+04,9.993614035196930478e-01,8.687213104703800370e-01,1.059570304462119361e-02,9.210594887755172225e-03
7.750000000000000000e+03,6.210000000000000000e+06,6.581412470218872477e+04,9.993631005854402005e-01,8.687233954054824903e-01,1.059808771371799178e-02,9.212674290328260254e-03
7.770000000000000000e+03,6.240000000000000000e+06,6.734765770495818288e+04,9.993647925116426745e-01,8.690149427703406371e-01,1.079289386297406853e-02,9.385147558667374448e-03
7.790000000000000000e+03,6.246000000000000000e+06,6.686203892074785836e+04,9.993664793157657211e-01,8.690184349851989287e-01,1.070477728478191719e-02,9.308545959291645785e-03
7.810000000000000000e+03,6.200000000000000000e+06,6.655533232019396382e+04,9.993681610152079786e-01,8.690226048589676511e-01,1.073473101938612374e-02,9.334621890946283307e-03
7.830000000000000000e+03,6.130000000000000000e+06,6.558409475177331478e+04,9.993698376273041362e-01,8.693157872438013190e-01,1.069887353210005089e-02,9.306564313829073648e-03
7.850000000000000000e+03,6.111000000000000000e+06,6.571188916867076478e+04,9.993715091693233799e-01,8.693213389805347635e-01,1.075305010123887503e-02,9.353734648592976902e-03
7.870000000000000000e+03,6.134000000000000000e+06,6.619750795288108930e+04,9.993731756584700587e-01,8.693275579277721654e-01,1.079189891634840109e-02,9.387579493687216170e-03
7.890000000000000000e+03,6.095000000000000000e+06,6.540518256811687752e+04,9.993748371118833518e-01,8.696223267330052131e-01,1.073095694308726436e-02,9.337717339259471797e-03
7.910000000000000000e+03,6.022000000000000000e+06,6.425503281603979849e+04,9.993764935466398214e-01,8.696299024775925313e-01,1.067004862438389150e-02,9.284782466440004781e-03
7.930000000000000000e+03,5.906000000000000000e+06,6.325823636423965218e+04,9.993781449797520811e-01,8.696381351278500427e-01,1.071084259469008704e-02,9.320353088052518373e-03
7.950000000000000000e+03,5.909000000000000000e+06,6.269594092989085766e+04,9.993797914281674633e-01,8.699344424476878057e-01,1.061024554575915740e-02,9.235946256120085296e-03
7.970000000000000000e+03,5.970000000000000000e+06,6.445950388307571848e+04,9.993814329087704618e-01,8.699440071746279424e-01,1.079723683133596707e-02,9.398805267100997229e-03
7.990000000000000000e+03,5.954000000000000000e+06,6.405056174900387123e+04,9.993830694383842861e-01,8.702411376888037342e-01,1.075756831525090211e-02,9.367457560282550430e-03
